Iteracao,Tempo(ns),Nome_Livro,Paradigma,Quantidade_Threads
447,212979,DonQuixote-388208,Paralelo,4
448,206898,DonQuixote-388208,Paralelo,4
449,219074,DonQuixote-388208,Paralelo,4
450,205440,DonQuixote-388208,Paralelo,4
451,216985,DonQuixote-388208,Paralelo,4
452,200268,DonQuixote-388208,Paralelo,4
453,204195,DonQuixote-388208,Paralelo,4
454,204619,DonQuixote-388208,Paralelo,4
455,214708,DonQuixote-388208,Paralelo,4
456,195560,DonQuixote-388208,Paralelo,4
457,195719,DonQuixote-388208,Paralelo,4
458,244887,DonQuixote-388208,Paralelo,4
459,213619,DonQuixote-388208,Paralelo,4
460,202287,DonQuixote-388208,Paralelo,4
461,225711,DonQuixote-388208,Paralelo,4
462,235966,DonQuixote-388208,Paralelo,4
463,200205,DonQuixote-388208,Paralelo,4
464,202083,DonQuixote-388208,Paralelo,4
465,200374,DonQuixote-388208,Paralelo,4
466,212639,DonQuixote-388208,Paralelo,4
467,208601,DonQuixote-388208,Paralelo,4
468,201930,DonQuixote-388208,Paralelo,4
469,200247,DonQuixote-388208,Paralelo,4
470,200231,DonQuixote-388208,Paralelo,4
471,197128,DonQuixote-388208,Paralelo,4
472,241084,DonQuixote-388208,Paralelo,4
473,198801,DonQuixote-388208,Paralelo,4
474,201831,DonQuixote-388208,Paralelo,4
475,199778,DonQuixote-388208,Paralelo,4
476,205634,DonQuixote-388208,Paralelo,4
477,207184,DonQuixote-388208,Paralelo,4
478,211738,DonQuixote-388208,Paralelo,4
479,195516,DonQuixote-388208,Paralelo,4
480,197371,DonQuixote-388208,Paralelo,4
481,246192,DonQuixote-388208,Paralelo,4
482,198109,DonQuixote-388208,Paralelo,4
483,196995,DonQuixote-388208,Paralelo,4
484,196547,DonQuixote-388208,Paralelo,4
485,210828,DonQuixote-388208,Paralelo,4
486,202172,DonQuixote-388208,Paralelo,4
487,197264,DonQuixote-388208,Paralelo,4
488,198159,DonQuixote-388208,Paralelo,4
489,217416,DonQuixote-388208,Paralelo,4
490,195595,DonQuixote-388208,Paralelo,4
491,207713,DonQuixote-388208,Paralelo,4
492,203266,DonQuixote-388208,Paralelo,4
493,213405,DonQuixote-388208,Paralelo,4
494,193451,DonQuixote-388208,Paralelo,4
495,248074,DonQuixote-388208,Paralelo,4
496,205969,DonQuixote-388208,Paralelo,4
497,199536,DonQuixote-388208,Paralelo,4
498,195310,DonQuixote-388208,Paralelo,4
