Iteracao,Tempo(ns),Nome,Paradigma,Quantidade_Threads
450,67734386,MobyDick-217452,Paralelo-GPU,4
451,62920120,MobyDick-217452,Paralelo-GPU,4
452,73374847,MobyDick-217452,Paralelo-GPU,4
453,72935682,MobyDick-217452,Paralelo-GPU,4
454,64078698,MobyDick-217452,Paralelo-GPU,4
455,62604058,MobyDick-217452,Paralelo-GPU,4
456,68173506,MobyDick-217452,Paralelo-GPU,4
457,68123329,MobyDick-217452,Paralelo-GPU,4
458,66684554,MobyDick-217452,Paralelo-GPU,4
459,65226651,MobyDick-217452,Paralelo-GPU,4
460,70373788,MobyDick-217452,Paralelo-GPU,4
461,71125584,MobyDick-217452,Paralelo-GPU,4
462,66648273,MobyDick-217452,Paralelo-GPU,4
463,67952140,MobyDick-217452,Paralelo-GPU,4
464,77074139,MobyDick-217452,Paralelo-GPU,4
465,68902000,MobyDick-217452,Paralelo-GPU,4
466,66651996,MobyDick-217452,Paralelo-GPU,4
467,64806175,MobyDick-217452,Paralelo-GPU,4
468,66517699,MobyDick-217452,Paralelo-GPU,4
469,74821495,MobyDick-217452,Paralelo-GPU,4
470,195310299,MobyDick-217452,Paralelo-GPU,4
471,87127342,MobyDick-217452,Paralelo-GPU,4
472,89793659,MobyDick-217452,Paralelo-GPU,4
473,93064415,MobyDick-217452,Paralelo-GPU,4
474,92706286,MobyDick-217452,Paralelo-GPU,4
475,95730924,MobyDick-217452,Paralelo-GPU,4
476,120899176,MobyDick-217452,Paralelo-GPU,4
477,90340668,MobyDick-217452,Paralelo-GPU,4
478,151581291,MobyDick-217452,Paralelo-GPU,4
479,70024044,MobyDick-217452,Paralelo-GPU,4
480,112816110,MobyDick-217452,Paralelo-GPU,4
481,98503417,MobyDick-217452,Paralelo-GPU,4
482,91352605,MobyDick-217452,Paralelo-GPU,4
483,94578644,MobyDick-217452,Paralelo-GPU,4
484,94145434,MobyDick-217452,Paralelo-GPU,4
485,103745657,MobyDick-217452,Paralelo-GPU,4
486,127163954,MobyDick-217452,Paralelo-GPU,4
487,85393021,MobyDick-217452,Paralelo-GPU,4
488,112150041,MobyDick-217452,Paralelo-GPU,4
489,73710602,MobyDick-217452,Paralelo-GPU,4
490,93880790,MobyDick-217452,Paralelo-GPU,4
491,113248704,MobyDick-217452,Paralelo-GPU,4
492,81119955,MobyDick-217452,Paralelo-GPU,4
493,93473857,MobyDick-217452,Paralelo-GPU,4
494,106210987,MobyDick-217452,Paralelo-GPU,4
495,82621457,MobyDick-217452,Paralelo-GPU,4
496,93618708,MobyDick-217452,Paralelo-GPU,4
497,97443296,MobyDick-217452,Paralelo-GPU,4
498,136806990,MobyDick-217452,Paralelo-GPU,4
499,72279449,MobyDick-217452,Paralelo-GPU,4
500,92004848,MobyDick-217452,Paralelo-GPU,4
501,94980377,MobyDick-217452,Paralelo-GPU,4
502,92432197,MobyDick-217452,Paralelo-GPU,4
503,114061242,MobyDick-217452,Paralelo-GPU,4
504,74504392,MobyDick-217452,Paralelo-GPU,4
505,91307418,MobyDick-217452,Paralelo-GPU,4
506,93084913,MobyDick-217452,Paralelo-GPU,4
507,62586451,MobyDick-217452,Paralelo-GPU,4
508,64855570,MobyDick-217452,Paralelo-GPU,4
509,64063407,MobyDick-217452,Paralelo-GPU,4
510,64408367,MobyDick-217452,Paralelo-GPU,4
